ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Gender,Married,Education,Self_Employed,Loan_Status
0.7074687653173045,0.09869541065621187,0.8125751873738621,0.27514748322580457,0.4194352464039304,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0
-0.40893220627486027,-0.5463709009615656,-1.3765957839018421,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,1,1
-0.7030188804087407,0.46229379585190866,0.5301015136608681,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,1
1.7067992623142074,-0.5463709009615656,1.2715949071574777,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1
-0.8793298361244963,0.10211751310511255,-0.3526287166922385,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,1
-0.26788344170225575,-0.2469369366827564,-1.235358947045345,0.27514748322580457,0.4194352464039304,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,1
-0.7615541177063716,0.2407126622855899,0.1417002123055012,0.27514748322580457,0.4194352464039304,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,2,1
-1.2178468710987471,0.6684754683981744,0.3182462583761225,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0
-1.6085519489648616,-0.08182049352329879,-3.106747035393931,-3.2784522153854376,0.4194352464039304,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,1
0.9662932483080338,-0.5463709009615656,0.7066475597314894,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1
0.011393112151501196,-0.5463709009615656,-0.17608267062161717,-1.5016523660798164,0.4194352464039304,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,1
-0.049257856614718744,-0.5463709009615656,-1.0235036917605995,0.27514748322580457,-2.3841582427170787,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.9218628874676633,-0.5463709009615656,0.9891212334444835,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,0
-0.6910297354200693,0.9507989204324803,0.35355546759024675,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,2,1
2.877504008266825,-0.5463709009615656,-0.03484583376512011,0.27514748322580457,-2.3841582427170787,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,0
-0.6910297354200693,0.27108382151958343,0.38886467680437103,0.27514748322580457,-2.3841582427170787,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
-0.151518210929857,0.27365039835625893,0.247627839947874,0.27514748322580457,-2.3841582427170787,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1,1,0,0
-0.5506862146703279,0.4173787012100873,0.6007199320891166,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,1
0.45569672055520544,-0.10149758260447767,0.17700942151962545,0.27514748322580457,0.4194352464039304,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,0,1
-1.5077020822954494,-0.5463709009615656,-2.471181269539694,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0
0.12000066087240667,0.34465902417094796,0.5301015136608681,0.27514748322580457,0.4194352464039304,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,2,1
-0.2911564878567355,-0.5463709009615656,-1.094122110188848,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0
0.784340342009374,-0.5463709009615656,0.03577258466312841,0.27514748322580457,0.4194352464039304,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0
-0.05631029484334897,0.1667096968281128,0.3182462583761225,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,1
-1.2354779666703228,0.02255363116817183,-0.17608267062161717,0.27514748322580457,-2.3841582427170787,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0
0.0614654235747758,0.07773503315669524,1.3775225347998503,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,1
0.11859017322668063,0.16713745963422538,0.17700942151962545,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1
0.014214087442953287,-0.5463709009615656,-0.8822668549041024,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0
-1.2552247937104875,-0.027494617147000557,-2.0474707589702033,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1
-0.8320784999926738,-0.5463709009615656,-1.0588129009747238,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,1
0.254702231039244,0.4528830141174318,1.0244304426586077,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,1
0.786456073477963,-0.5463709009615656,-0.3173195074781142,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1
-0.11978223890102101,-0.5463709009615656,-0.5997931811911084,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1
1.4592586804892866,-0.5463709009615656,-2.153398386612576,0.27514748322580457,0.4194352464039304,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,1
1.5805606180217264,-0.5463709009615656,1.3775225347998503,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,1
-0.6592937633912332,0.9251331520657252,0.5301015136608681,0.27514748322580457,-2.3841582427170787,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0
0.2963116165881623,0.42678948294456415,1.3775225347998503,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1
-1.1649535843840204,0.15687115228752335,-0.17608267062161717,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,1
-0.3482812375086403,-0.5463709009615656,0.5301015136608681,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1
0.4585176958466575,-0.5463709009615656,0.247627839947874,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0
0.7307418114717842,-0.5463709009615656,1.0244304426586077,0.27514748322580457,0.4194352464039304,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,0
-0.6148634025508629,-0.04717170622817944,-0.28201029826398993,0.27514748322580457,0.4194352464039304,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1
-1.021083844519964,0.1341997235635564,-0.3173195074781142,0.27514748322580457,0.4194352464039304,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,1
